city,archetype,seed,ssp,epoch,mc,dGW,mean_dmg_final
Tianjin,deltaic,0,Control-NoCC,2070,3,0.015434459496513203,0.6251482386839361
Tianjin,deltaic,0,Control-NoCC,2070,4,-0.026798883914664007,0.5533909011752498
Tianjin,deltaic,0,Control-NoCC,2070,5,-0.06575670544372382,0.5782839643237068
Tianjin,deltaic,0,Control-NoCC,2070,6,-0.03088973863329584,0.48906168271303896
Tianjin,deltaic,0,Control-NoCC,2070,7,-0.030336102580141328,0.6459438150791484
Tianjin,deltaic,0,Control-NoCC,2070,8,0.03952057393282309,0.6274175166101171
Tianjin,deltaic,0,Control-NoCC,2070,9,-0.09735377966122852,0.6116065540525826
Tianjin,deltaic,0,Control-NoCC,2070,10,-0.007409405885280472,0.6304731087199079
Tianjin,deltaic,0,Control-NoCC,2070,11,0.05787932016420879,0.682941518039377
Tianjin,deltaic,0,Control-NoCC,2080,0,-0.03126456994597925,0.6410575559007187
Tianjin,deltaic,0,Control-NoCC,2080,1,-0.06273174864675778,0.5009352790571513
Tianjin,deltaic,0,Control-NoCC,2080,2,-0.02999104385241502,0.5986713672988535
Tianjin,deltaic,0,Control-NoCC,2080,3,0.08192630878980327,0.5943078959260126
Tianjin,deltaic,0,Control-NoCC,2080,4,0.03297655834526594,0.5490088767801725
Tianjin,deltaic,0,Control-NoCC,2080,5,-0.0033728391897867114,0.5539284830159912
Tianjin,deltaic,0,Control-NoCC,2080,6,0.05100701685682772,0.5427387341604636
Tianjin,deltaic,0,Control-NoCC,2080,7,-0.03850388466100978,0.589355878656977
Tianjin,deltaic,0,Control-NoCC,2080,8,-0.024033554455671024,0.5812776961333236
Tianjin,deltaic,0,Control-NoCC,2080,9,-0.07587655717735854,0.46979475737947973
Tianjin,deltaic,0,Control-NoCC,2080,10,0.09399736288709748,0.576297155604089
Tianjin,deltaic,0,Control-NoCC,2080,11,-0.0297246791992946,0.6448863414888544
Tianjin,deltaic,0,Control-NoCC,2090,0,-0.19253999127092197,0.5094822634041284
Tianjin,deltaic,0,Control-NoCC,2090,1,0.016946288983163568,0.5557452391143781
Tianjin,deltaic,0,Control-NoCC,2090,2,0.09355464914579742,0.6291208021016547
Tianjin,deltaic,0,Control-NoCC,2090,3,-0.014511655738515513,0.5447061697595921
Tianjin,deltaic,0,Control-NoCC,2090,4,-0.010643521429425614,0.6045845065089103
Tianjin,deltaic,0,Control-NoCC,2090,5,-0.035668846202784474,0.6286094207112274
Tianjin,deltaic,0,Control-NoCC,2090,6,0.0960342658309695,0.6733072873253875
Tianjin,deltaic,0,Control-NoCC,2090,7,0.012107955063468583,0.663377092693885
Tianjin,deltaic,0,Control-NoCC,2090,8,0.12436632078726259,0.536571271526828
Tianjin,deltaic,0,Control-NoCC,2090,9,0.08361912004925005,0.5765564935440951
Tianjin,deltaic,0,Control-NoCC,2090,10,-0.07335540626085649,0.6602561097623346
Tianjin,deltaic,0,Control-NoCC,2090,11,0.12426914667940425,0.6080115597575886
Tianjin,deltaic,0,Control-NoCC,2100,0,0.049535700343373526,0.567858756227298
Tianjin,deltaic,0,Control-NoCC,2100,1,0.07399294118319608,0.6028738428722733
Tianjin,deltaic,0,Control-NoCC,2100,2,0.06177806640367234,0.6546278606091224
Tianjin,deltaic,0,Control-NoCC,2100,3,-0.07471490188303626,0.6057998883595753
Tianjin,deltaic,0,Control-NoCC,2100,4,-0.07218848713746556,0.5980515491692369
Tianjin,deltaic,0,Control-NoCC,2100,5,0.07413272036272148,0.5373716374340645
Tianjin,deltaic,0,Control-NoCC,2100,6,0.07137855763770769,0.595116640312154
Tianjin,deltaic,0,Control-NoCC,2100,7,-0.12375502260272078,0.538160414891928
Tianjin,deltaic,0,Control-NoCC,2100,8,0.040010233353024754,0.5969892545371003
Tianjin,deltaic,0,Control-NoCC,2100,9,-0.027405047709276213,0.5313056852278127
Tianjin,deltaic,0,Control-NoCC,2100,10,0.014885922492459843,0.5829770399055416
Tianjin,deltaic,0,Control-NoCC,2100,11,-0.0054287407750012485,0.6247660604223341
Tianjin,deltaic,0,SSP1-2.6,2020,0,0.0,0.556795391460824
Tianjin,deltaic,0,SSP1-2.6,2020,1,0.0,0.6346450711700979
Tianjin,deltaic,0,SSP1-2.6,2020,2,0.0,0.5072419298041444
Tianjin,deltaic,0,SSP1-2.6,2020,3,0.0,0.7220239974880281
Tianjin,deltaic,0,SSP1-2.6,2020,4,0.0,0.6008467469298601
Tianjin,deltaic,0,SSP1-2.6,2020,5,0.0,0.5818922792146699
Tianjin,deltaic,0,SSP1-2.6,2020,6,0.0,0.6521922293536804
Tianjin,deltaic,0,SSP1-2.6,2020,7,0.0,0.6150098392698458
Tianjin,deltaic,0,SSP1-2.6,2020,8,0.0,0.5697915875474332
Tianjin,deltaic,0,SSP1-2.6,2020,9,0.0,0.5937230847303565
Tianjin,deltaic,0,SSP1-2.6,2020,10,0.0,0.5705753388540515
Tianjin,deltaic,0,SSP1-2.6,2020,11,0.0,0.6343690387019106
Tianjin,deltaic,0,SSP1-2.6,2030,0,-0.08029500614969634,0.6140061675648227
Tianjin,deltaic,0,SSP1-2.6,2030,1,-0.13749991516293006,0.6261750615158542
Tianjin,deltaic,0,SSP1-2.6,2030,2,0.2237669683078603,0.6550346338383183
Tianjin,deltaic,0,SSP1-2.6,2030,3,-0.023784910575578622,0.5483821260529517
Tianjin,deltaic,0,SSP1-2.6,2030,4,-0.02854052260141417,0.6150967352121581
Tianjin,deltaic,0,SSP1-2.6,2030,5,-0.12664340007706937,0.5744127257441538
Tianjin,deltaic,0,SSP1-2.6,2030,6,0.08034194348131372,0.6283433932947077
Tianjin,deltaic,0,SSP1-2.6,2030,7,-0.10045012844219203,0.5467443630786035
Tianjin,deltaic,0,SSP1-2.6,2030,8,-0.11898814125874282,0.5607177419622077
Tianjin,deltaic,0,SSP1-2.6,2030,9,-0.007381150255016531,0.5715634136625034
Tianjin,deltaic,0,SSP1-2.6,2030,10,0.04490843377032087,0.6453999417579673
Tianjin,deltaic,0,SSP1-2.6,2030,11,-0.05996075061536808,0.6245583664114506
Tianjin,deltaic,0,SSP1-2.6,2040,0,-0.038596269440353694,0.5288585587705292
Tianjin,deltaic,0,SSP1-2.6,2040,1,-0.17943606162583237,0.5994530877740352
Tianjin,deltaic,0,SSP1-2.6,2040,2,-0.2852850578685399,0.558063868092822
Tianjin,deltaic,0,SSP1-2.6,2040,3,-0.18212331081552538,0.5664548726722723
Tianjin,deltaic,0,SSP1-2.6,2040,4,-0.04406473937138621,0.6118317502477373
Tianjin,deltaic,0,SSP1-2.6,2040,5,-0.025462646202861386,0.5464501875270416
Tianjin,deltaic,0,SSP1-2.6,2040,6,-0.0942966775681115,0.60400461207752
Tianjin,deltaic,0,SSP1-2.6,2040,7,0.09444359038407046,0.562569581090709
Tianjin,deltaic,0,SSP1-2.6,2040,8,-0.018148284232266304,0.6454539200881229
Tianjin,deltaic,0,SSP1-2.6,2040,9,-0.15458840277286204,0.6123240787357672
Tianjin,deltaic,0,SSP1-2.6,2040,10,-0.0260879851415969,0.6525277302360657
Tianjin,deltaic,0,SSP1-2.6,2040,11,0.16956970525545512,0.6175409186764127
Tianjin,deltaic,0,SSP1-2.6,2050,0,-0.2592335489867346,0.6637541462300471
Tianjin,deltaic,0,SSP1-2.6,2050,1,0.019873960148836217,0.6378562594507888
Tianjin,deltaic,0,SSP1-2.6,2050,2,-0.21829949193638204,0.6426531744071824
Tianjin,deltaic,0,SSP1-2.6,2050,3,0.03062861601789086,0.6302880244438418
Tianjin,deltaic,0,SSP1-2.6,2050,4,-0.18100987199923468,0.5398982441748208
Tianjin,deltaic,0,SSP1-2.6,2050,5,-0.01839337478163957,0.5854747627267978
Tianjin,deltaic,0,SSP1-2.6,2050,6,-0.16604235024007344,0.5575184879549157
Tianjin,deltaic,0,SSP1-2.6,2050,7,-0.18195165589496395,0.7194050843330752
Tianjin,deltaic,0,SSP1-2.6,2050,8,-0.21135065688154897,0.5922043587865562
Tianjin,deltaic,0,SSP1-2.6,2050,9,-0.029031372150866458,0.6037944005463023
Tianjin,deltaic,0,SSP1-2.6,2050,10,-0.03503112553059175,0.600343171316588
Tianjin,deltaic,0,SSP1-2.6,2050,11,-0.03517769352981283,0.5877277698429201
Tianjin,deltaic,0,SSP1-2.6,2060,0,-0.18345003953245545,0.7000387104034843
Tianjin,deltaic,0,SSP1-2.6,2060,1,-0.11382481851399158,0.5207952346162175
Tianjin,deltaic,0,SSP1-2.6,2060,2,-0.22815533762792636,0.6687601553550087
Tianjin,deltaic,0,SSP1-2.6,2060,3,-0.41478278296247584,0.6607046388502217
Tianjin,deltaic,0,SSP1-2.6,2060,4,-0.22423439376068782,0.5160721131371467
Tianjin,deltaic,0,SSP1-2.6,2060,5,-0.14022047618188568,0.49467763697509404
Tianjin,deltaic,0,SSP1-2.6,2060,6,-0.3160745656169434,0.6161060560836176
Tianjin,deltaic,0,SSP1-2.6,2060,7,-0.3247118995954042,0.6586413341411762
Tianjin,deltaic,0,SSP1-2.6,2060,8,-0.41253451452311607,0.5542988361092844
Tianjin,deltaic,0,SSP1-2.6,2060,9,-0.16968021295972333,0.6683934964750659
Tianjin,deltaic,0,SSP1-2.6,2060,10,-0.09011681416622279,0.5149194543334574
Tianjin,deltaic,0,SSP1-2.6,2060,11,-0.0517139646962291,0.5659127255847922
Tianjin,deltaic,0,SSP1-2.6,2070,0,-0.29067448421337466,0.5244026429300512
Tianjin,deltaic,0,SSP1-2.6,2070,1,-0.17977101674029075,0.5039139663854268
Tianjin,deltaic,0,SSP1-2.6,2070,2,-0.17979893362422703,0.6300062576343741
Tianjin,deltaic,0,SSP1-2.6,2070,3,-0.321696242562578,0.629983937140438
Tianjin,deltaic,0,SSP1-2.6,2070,4,-0.1574598240919952,0.6664242450705196
Tianjin,deltaic,0,SSP1-2.6,2070,5,-0.4088724884382473,0.5130069051490118
Tianjin,deltaic,0,SSP1-2.6,2070,6,-0.1656330095835878,0.7184218891822225
Tianjin,deltaic,0,SSP1-2.6,2070,7,-0.2995619195774392,0.6788120603778494
Tianjin,deltaic,0,SSP1-2.6,2070,8,-0.29684510902138556,0.518490848075176
Tianjin,deltaic,0,SSP1-2.6,2070,9,-0.3167470557732733,0.5643968696739708
Tianjin,deltaic,0,SSP1-2.6,2070,10,-0.3424470307964905,0.6052633482060565
Tianjin,deltaic,0,SSP1-2.6,2070,11,-0.33886655793713577,0.6691428456708468
Tianjin,deltaic,0,SSP1-2.6,2080,0,-0.28885748662979455,0.6504255156036052
Tianjin,deltaic,0,SSP1-2.6,2080,1,-0.2751305778861182,0.6173631721731057
Tianjin,deltaic,0,SSP1-2.6,2080,2,-0.1823788925793757,0.6586219399416937
Tianjin,deltaic,0,SSP1-2.6,2080,3,-0.23604459836972497,0.7141561290340879
Tianjin,deltaic,0,SSP1-2.6,2080,4,-0.451509215397148,0.5759420905460365
Tianjin,deltaic,0,SSP1-2.6,2080,5,-0.3796545413753024,0.5660060880047335
Tianjin,deltaic,0,SSP1-2.6,2080,6,-0.08463476440655937,0.6351435318598501
Tianjin,deltaic,0,SSP1-2.6,2080,7,-0.29084603980578916,0.595876381351207
Tianjin,deltaic,0,SSP1-2.6,2080,8,-0.1991721656270261,0.5856727091801355
Tianjin,deltaic,0,SSP1-2.6,2080,9,-0.3379232843269897,0.6214035908044306
Tianjin,deltaic,0,SSP1-2.6,2080,10,-0.23032250946186994,0.6029572659607662
Tianjin,deltaic,0,SSP1-2.6,2080,11,-0.3949043785985749,0.5905811246215937
Tianjin,deltaic,0,SSP1-2.6,2090,0,-0.3221360341718415,0.4987858306843227
Tianjin,deltaic,0,SSP1-2.6,2090,1,-0.382905698359068,0.607043383990052
Tianjin,deltaic,0,SSP1-2.6,2090,2,-0.3020214787792879,0.5335865261449502
Tianjin,deltaic,0,SSP1-2.6,2090,3,-0.2877661874289487,0.5011574112665572
Tianjin,deltaic,0,SSP1-2.6,2090,4,-0.3349095971201935,0.6366021066220103
Tianjin,deltaic,0,SSP1-2.6,2090,5,-0.35678138321282266,0.6084082044968936
Tianjin,deltaic,0,SSP1-2.6,2090,6,-0.16403049341397838,0.6441610354928035
Tianjin,deltaic,0,SSP1-2.6,2090,7,-0.2934665400689346,0.5811985091280365
Tianjin,deltaic,0,SSP1-2.6,2090,8,-0.5191734689269324,0.6109839806192254
Tianjin,deltaic,0,SSP1-2.6,2090,9,-0.4322631823072361,0.6062757658964187
Tianjin,deltaic,0,SSP1-2.6,2090,10,-0.16444669874413148,0.5052066593944013
Tianjin,deltaic,0,SSP1-2.6,2090,11,-0.4577316268232545,0.607467948930394
Tianjin,deltaic,0,SSP1-2.6,2100,0,-0.382709053526577,0.6160398780486419
Tianjin,deltaic,0,SSP1-2.6,2100,1,-0.5179309496142908,0.6049141059597045
Tianjin,deltaic,0,SSP1-2.6,2100,2,-0.4403625150761534,0.6144621680433514
Tianjin,deltaic,0,SSP1-2.6,2100,3,-0.3966988027236692,0.6534520706910152
Tianjin,deltaic,0,SSP1-2.6,2100,4,-0.37206261842878635,0.6581518444674019
Tianjin,deltaic,0,SSP1-2.6,2100,5,-0.3908394358754167,0.6180628048337077
Tianjin,deltaic,0,SSP1-2.6,2100,6,-0.36339011104931584,0.5847710253491267
Tianjin,deltaic,0,SSP1-2.6,2100,7,-0.45594607044096913,0.621886672853672
Tianjin,deltaic,0,SSP1-2.6,2100,8,-0.48477214364057936,0.6298638153700723
Tianjin,deltaic,0,SSP1-2.6,2100,9,-0.34820300940456694,0.5204234496145281
Tianjin,deltaic,0,SSP1-2.6,2100,10,-0.2374063886472262,0.5931303254372663
Tianjin,deltaic,0,SSP1-2.6,2100,11,-0.3502745888436661,0.6378171115017317
Tianjin,deltaic,0,SSP2-4.5,2020,0,0.0,0.6433499757451047
Tianjin,deltaic,0,SSP2-4.5,2020,1,0.0,0.6283275790512824
Tianjin,deltaic,0,SSP2-4.5,2020,2,0.0,0.3661260654933892
Tianjin,deltaic,0,SSP2-4.5,2020,3,0.0,0.6490446860592217
Tianjin,deltaic,0,SSP2-4.5,2020,4,0.0,0.6639306552169956
Tianjin,deltaic,0,SSP2-4.5,2020,5,0.0,0.6264581046797351
Tianjin,deltaic,0,SSP2-4.5,2020,6,0.0,0.6649343528547024
Tianjin,deltaic,0,SSP2-4.5,2020,7,0.0,0.7013450785588924
Tianjin,deltaic,0,SSP2-4.5,2020,8,0.0,0.4493724449158625
Tianjin,deltaic,0,SSP2-4.5,2020,9,0.0,0.5826950933635273
Tianjin,deltaic,0,SSP2-4.5,2020,10,0.0,0.5734388402236427
Tianjin,deltaic,0,SSP2-4.5,2020,11,0.0,0.6465743436210433
Tianjin,deltaic,0,SSP2-4.5,2030,0,0.09077099416882288,0.6215497591232461
Tianjin,deltaic,0,SSP2-4.5,2030,1,-0.19002284542281472,0.6309193142862698
Tianjin,deltaic,0,SSP2-4.5,2030,2,0.05440881267726696,0.5031123075958505
Tianjin,deltaic,0,SSP2-4.5,2030,3,-0.2847807771005746,0.5403302993693743
Tianjin,deltaic,0,SSP2-4.5,2030,4,-0.08674429099649801,0.601702201673082
Tianjin,deltaic,0,SSP2-4.5,2030,5,-0.21053907362931853,0.6160452773421548
Tianjin,deltaic,0,SSP2-4.5,2030,6,-0.3169792385494009,0.6375715081445064
Tianjin,deltaic,0,SSP2-4.5,2030,7,-0.08797284612962894,0.5952827254815816
Tianjin,deltaic,0,SSP2-4.5,2030,8,-0.008044687133394676,0.6069872041222838
Tianjin,deltaic,0,SSP2-4.5,2030,9,-0.09241954196859639,0.5891211421309007
Tianjin,deltaic,0,SSP2-4.5,2030,10,-0.32292535647263976,0.5684888155088214
Tianjin,deltaic,0,SSP2-4.5,2030,11,-0.14092270657529177,0.6413358759863285
Tianjin,deltaic,0,SSP2-4.5,2040,0,-0.3217017883792413,0.5946970670050505
Tianjin,deltaic,0,SSP2-4.5,2040,1,-0.19240009092227384,0.7284532677739048
Tianjin,deltaic,0,SSP2-4.5,2040,2,-0.20418319101650365,0.5487278382235573
Tianjin,deltaic,0,SSP2-4.5,2040,3,-0.2137175989189415,0.6550381039596118
Tianjin,deltaic,0,SSP2-4.5,2040,4,-0.09372125178023963,0.6632490767116427
Tianjin,deltaic,0,SSP2-4.5,2040,5,-0.052919622183513176,0.6399093473855847
Tianjin,deltaic,0,SSP2-4.5,2040,6,-0.09365253270495845,0.6730801959468579
Tianjin,deltaic,0,SSP2-4.5,2040,7,-0.29911581716310387,0.6474945743777657
Tianjin,deltaic,0,SSP2-4.5,2040,8,-0.32735964995022754,0.6033746415682856
Tianjin,deltaic,0,SSP2-4.5,2040,9,-0.1841773427979775,0.5255364707360338
Tianjin,deltaic,0,SSP2-4.5,2040,10,-0.05365502501683979,0.5954539644184349
Tianjin,deltaic,0,SSP2-4.5,2040,11,-0.08571128438013835,0.6312306315530664
Tianjin,deltaic,0,SSP2-4.5,2050,0,-0.1547842646098945,0.48527306892120053
Tianjin,deltaic,0,SSP2-4.5,2050,1,-0.1885829693961593,0.5358586748119845
Tianjin,deltaic,0,SSP2-4.5,2050,2,-0.3989280283068834,0.6539363839540071
Tianjin,deltaic,0,SSP2-4.5,2050,3,-0.18643193380597328,0.6769826436171609
Tianjin,deltaic,0,SSP2-4.5,2050,4,-0.08393208811216538,0.5453325979770832
Tianjin,deltaic,0,SSP2-4.5,2050,5,-0.28041667725178826,0.622313147781491
Tianjin,deltaic,0,SSP2-4.5,2050,6,-0.7331866696703215,0.688158269742532
Tianjin,deltaic,0,SSP2-4.5,2050,7,-0.5227336440336028,0.6736631536539857
Tianjin,deltaic,0,SSP2-4.5,2050,8,0.005004225905304471,0.558637417332096
Tianjin,deltaic,0,SSP2-4.5,2050,9,-0.31151998114475943,0.6677513116895122
Tianjin,deltaic,0,SSP2-4.5,2050,10,-0.3535229891144127,0.589131538148085
Tianjin,deltaic,0,SSP2-4.5,2050,11,-0.5404226915413052,0.6103390336785638
Tianjin,deltaic,0,SSP2-4.5,2060,0,-0.47234302527400635,0.5937203051860476
Tianjin,deltaic,0,SSP2-4.5,2060,1,-0.2796656932761963,0.5428455034734818
Tianjin,deltaic,0,SSP2-4.5,2060,2,-0.4001964151967946,0.6091263065107073
Tianjin,deltaic,0,SSP2-4.5,2060,3,-0.5917530393562898,0.5267389404404046
Tianjin,deltaic,0,SSP2-4.5,2060,4,-0.5726125255882323,0.6822809276027259
Tianjin,deltaic,0,SSP2-4.5,2060,5,-0.22866514271186242,0.6240208422342676
Tianjin,deltaic,0,SSP2-4.5,2060,6,-0.3578813651458954,0.6321864719955125
Tianjin,deltaic,0,SSP2-4.5,2060,7,-0.6998363263732263,0.6518534390840597
Tianjin,deltaic,0,SSP2-4.5,2060,8,-0.4337402872788678,0.531578406385043
Tianjin,deltaic,0,SSP2-4.5,2060,9,-0.5387080869471886,0.6663026692796632
Tianjin,deltaic,0,SSP2-4.5,2060,10,-0.23403109409563586,0.4832638751269579
Tianjin,deltaic,0,SSP2-4.5,2060,11,-0.4080110475337776,0.6066542294319283
Tianjin,deltaic,0,SSP2-4.5,2070,0,-0.43405543933121593,0.6471714648758778
Tianjin,deltaic,0,SSP2-4.5,2070,1,-0.5276715127840708,0.5925032040715115
Tianjin,deltaic,0,SSP2-4.5,2070,2,-0.2782872694647015,0.642411496911419
Tianjin,deltaic,0,SSP2-4.5,2070,3,-0.35419196081764626,0.620057375447435
Tianjin,deltaic,0,SSP2-4.5,2070,4,-0.3879775215828361,0.5809442616236258
Tianjin,deltaic,0,SSP2-4.5,2070,5,-0.42878924716366984,0.6466877583376864
Tianjin,deltaic,0,SSP2-4.5,2070,6,-0.5478212482557956,0.6281923664332885
Tianjin,deltaic,0,SSP2-4.5,2070,7,-0.8296061780165361,0.5868797259837262
Tianjin,deltaic,0,SSP2-4.5,2070,8,-0.35465466185179373,0.702366640755068
Tianjin,deltaic,0,SSP2-4.5,2070,9,-0.5952873372380599,0.6340943692516658
Tianjin,deltaic,0,SSP2-4.5,2070,10,-0.5584880344264971,0.5803212390268978
Tianjin,deltaic,0,SSP2-4.5,2070,11,-0.5389594692415502,0.63345192175738
Tianjin,deltaic,0,SSP2-4.5,2080,0,-0.43158198380428553,0.6177727720591848
Tianjin,deltaic,0,SSP2-4.5,2080,1,-0.5470686394074804,0.5376369863908613
Tianjin,deltaic,0,SSP2-4.5,2080,2,-0.8836730971124866,0.5938429600503312
Tianjin,deltaic,0,SSP2-4.5,2080,3,-0.49602446836005337,0.6192761875683951
Tianjin,deltaic,0,SSP2-4.5,2080,4,-0.5358785838568763,0.5874727680816494
Tianjin,deltaic,0,SSP2-4.5,2080,5,-0.5525327331545263,0.6270038849038411
Tianjin,deltaic,0,SSP2-4.5,2080,6,-0.6008938790196248,0.6069772733222688
Tianjin,deltaic,0,SSP2-4.5,2080,7,-0.6087225167718021,0.7204677631067478
Tianjin,deltaic,0,SSP2-4.5,2080,8,-0.4652223080368883,0.5650322561017828
Tianjin,deltaic,0,SSP2-4.5,2080,9,-0.676431807437813,0.6215287861816122
Tianjin,deltaic,0,SSP2-4.5,2080,10,-0.20270731352062915,0.6156789725192526
Tianjin,deltaic,0,SSP2-4.5,2080,11,-0.346592501723759,0.6501474983048915
Tianjin,deltaic,0,SSP2-4.5,2090,0,-0.8387096890561754,0.6298662603638353
Tianjin,deltaic,0,SSP2-4.5,2090,1,-0.8330779066409286,0.7017068216991923
Tianjin,deltaic,0,SSP2-4.5,2090,2,-0.5020159669709406,0.5409669149794737
Tianjin,deltaic,0,SSP2-4.5,2090,3,-0.6468399134983824,0.6783998918152385
Tianjin,deltaic,0,SSP2-4.5,2090,4,-0.8124747132232744,0.7163347106036797
Tianjin,deltaic,0,SSP2-4.5,2090,5,-0.7474755741955674,0.5424218571035139
Tianjin,deltaic,0,SSP2-4.5,2090,6,-0.5598416600109659,0.6073013229775034
Tianjin,deltaic,0,SSP2-4.5,2090,7,-0.7300402542284561,0.6328191510335957
Tianjin,deltaic,0,SSP2-4.5,2090,8,-0.5227595897786509,0.6258555153201658
Tianjin,deltaic,0,SSP2-4.5,2090,9,-0.5597616091028442,0.6658368096464912
Tianjin,deltaic,0,SSP2-4.5,2090,10,-0.49634176582758127,0.6304497511617203
Tianjin,deltaic,0,SSP2-4.5,2090,11,-0.677184795074346,0.6477600818866129
